Pos,ID,Name,BV,SV,Team,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts
G,628,José Sá,4.5,4.5,Wolves,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,2.82,3.24,2.37,3.48,2.54,3.03,3.26,3.75,2.95,2.47,3.38,2.50
G,629,Bentley,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,630,King,4.0,4.0,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,631,Agbadou,4.5,4.5,Wolves,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,3.24,4.12,2.85,4.21,3.10,3.71,4.07,4.78,3.45,2.50,3.87,2.92
D,632,Doherty,4.5,4.5,Wolves,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,2.54,3.47,2.34,3.60,2.57,3.08,3.49,4.20,2.78,2.06,3.28,2.49
D,633,H.Bueno,4.5,4.5,Wolves,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,0.40,0.47,0.38,0.48,0.40,0.44,0.47,0.53,0.41,0.36,0.46,0.39
D,634,Mosquera,4.5,4.5,Wolves,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.35,0.39,0.33,0.40,0.35,0.37,0.38,0.42,0.36,0.31,0.38,0.34
D,635,R.Gomes,4.5,4.5,Wolves,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,1.23,1.49,1.13,1.53,1.19,1.35,1.52,1.75,1.27,1.04,1.44,1.17
D,636,S.Bueno,4.5,4.5,Wolves,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,1.07,1.24,0.99,1.29,1.05,1.17,1.25,1.42,1.09,0.92,1.21,1.00
D,637,Toti,4.5,4.5,Wolves,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,2.82,3.68,2.55,3.77,2.76,3.29,3.62,4.33,3.09,2.22,3.52,2.62
D,638,Hoever,4.0,4.0,Wolves,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,2.36,3.21,2.16,3.31,2.30,2.78,3.20,3.84,2.58,1.87,3.00,2.29
D,639,Meupiyou,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,640,Pedro Lima,4.0,4.0,Wolves,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.22,0.26,0.21,0.27,0.22,0.24,0.26,0.29,0.22,0.19,0.25,0.21
D,641,Pond,4.0,4.0,Wolves,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.09,0.08,0.09,0.08,0.09,0.09,0.10,0.08,0.08,0.09,0.08
M,642,Hee Chan,6.0,6.0,Wolves,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,1.23,1.35,1.16,1.43,1.22,1.32,1.42,1.54,1.22,1.12,1.33,1.19
M,643,André,5.5,5.5,Wolves,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,3.11,3.19,3.10,3.22,3.30,3.17,3.32,3.40,3.02,2.79,3.34,2.99
M,644,Bellegarde,5.5,5.5,Wolves,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,2.01,2.20,1.88,2.31,2.00,2.11,2.32,2.49,1.97,1.80,2.18,1.93
M,645,Fer López,5.5,5.5,Wolves,41.40,41.40,41.40,41.40,41.40,41.40,41.40,41.40,41.40,41.40,41.40,41.40,1.84,2.07,1.74,2.20,1.82,1.99,2.14,2.38,1.85,1.67,2.02,1.78
M,646,Gomes,5.5,5.5,Wolves,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,3.20,3.37,3.13,3.47,3.40,3.33,3.48,3.70,3.09,2.86,3.43,3.13
M,647,Guedes,5.5,5.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,648,Munetsi,5.5,5.5,Wolves,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,2.97,3.28,2.73,3.41,2.92,3.19,3.34,3.70,2.89,2.62,3.19,2.80
M,649,B.Traore,5.0,5.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,650,Chirewa,4.5,4.5,Wolves,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04
M,651,Edozie,4.5,4.5,Wolves,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04
M,652,Gonzalez,4.5,4.5,Wolves,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,0.23,0.24,0.22,0.26,0.22,0.24,0.26,0.27,0.23,0.21,0.24,0.22
M,653,Hodge,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,654,Strand Larsen,6.5,6.5,Wolves,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,4.04,4.45,3.67,4.80,4.00,4.36,4.64,5.25,3.83,3.56,4.37,3.84
F,655,Fábio Silva,5.0,5.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,656,Kalajdžić,5.0,5.0,Wolves,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.28,0.30,0.27,0.32,0.27,0.30,0.31,0.34,0.27,0.25,0.30,0.27
F,657,Chiwome,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,658,Fraser,4.5,4.5,Wolves,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02
D,659,Walker-Peters,4.5,4.5,West Ham,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,0.73,0.77,0.84,0.86,0.79,0.63,0.90,0.82,0.79,1.01,0.78,0.69
M,660,Stach,5.0,5.0,Leeds United,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,2.68,3.29,3.07,3.11,3.37,3.44,3.40,3.45,3.09,2.96,3.19,2.72
F,661,Ekitiké,8.6,8.6,Liverpool,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,4.46,4.02,5.47,4.95,4.55,4.14,5.12,4.94,5.02,4.02,5.04,4.92
D,662,Mosquera,5.5,5.5,Arsenal,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.33,0.27,0.32,0.28,0.29,0.34,0.31,0.32,0.35,0.34,0.31,0.27
M,663,J.Arias,5.5,5.5,Wolves,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,2.31,2.50,2.11,2.65,2.29,2.46,2.62,2.92,2.21,2.03,2.47,2.18
G,664,Lecomte,4.0,4.0,Fulham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03
G,665,Perri,4.5,4.5,Leeds United,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,1.79,2.62,2.79,2.91,3.05,2.64,3.31,3.04,2.48,2.74,2.61,1.78
F,666,Gyökeres,9.0,9.0,Arsenal,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,6.42,4.08,5.60,5.00,4.83,6.13,5.05,5.81,6.12,6.17,5.94,4.61
D,667,Aznou,4.5,4.5,Everton,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,0.90,0.90,0.91,0.70,1.03,0.97,0.69,0.95,1.01,0.97,0.83,0.89
M,668,Xhaka,5.0,5.0,Sunderland,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,2.70,2.88,2.56,2.53,2.41,2.55,2.77,2.31,2.62,2.36,2.50,2.71
M,669,Ndoye,6.0,6.0,Nott'm Forest,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,3.02,3.47,2.51,3.40,3.78,2.81,2.96,2.98,3.23,3.53,2.61,3.26
G,670,Roefs,4.5,4.5,Sunderland,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.51,3.90,3.12,2.77,2.91,2.58,3.48,2.48,3.24,2.32,3.03,3.34
F,671,Wilson,6.0,6.0,West Ham,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,1.33,1.31,1.53,1.49,1.35,1.16,1.59,1.45,1.45,1.71,1.41,1.36
D,672,Hato,5.0,5.0,Chelsea,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,1.08,1.11,1.03,0.97,1.06,0.93,1.01,1.22,0.97,1.14,1.15,0.95
M,673,J.Palhinha,5.5,5.5,Spurs,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35,1.66,2.07,2.00,1.87,2.09,1.96,1.97,1.87,1.80,2.03,1.64,1.97
G,674,Ramsdale,5.0,5.0,Newcastle,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03
G,675,Gunn,4.0,4.0,Nott'm Forest,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0.03
M,676,Ugochukwu,5.0,5.0,Burnley,53.55,53.55,53.55,53.55,53.55,53.55,53.55,53.55,53.55,53.55,53.55,53.55,1.98,1.66,1.65,1.74,1.53,1.63,1.87,1.74,1.58,1.73,1.65,1.73
M,677,Guessand,6.5,6.5,Aston Villa,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,2.20,2.19,1.99,2.37,2.23,2.65,2.06,1.97,1.75,2.28,2.15,2.40
D,678,Masuaku,4.0,4.0,Sunderland,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,0.52,0.53,0.45,0.46,0.45,0.44,0.51,0.39,0.50,0.42,0.46,0.49
G,679,Hermansen,4.5,4.5,West Ham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.77,3.04,3.03,3.56,3.08,2.20,3.68,3.41,2.84,3.94,3.13,2.47
F,680,Broja,5.5,5.5,Burnley,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,1.76,1.38,1.39,1.50,1.29,1.40,1.63,1.48,1.32,1.47,1.43,1.48
F,681,Šeško,7.5,7.5,Man Utd,61.50,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,3.42,4.72,3.23,3.61,3.83,4.80,3.24,4.08,3.59,3.71,3.97,3.74
D,682,Møller Wolfe,4.5,4.5,Wolves,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,2.62,3.63,2.38,3.68,2.56,3.07,3.62,4.34,2.81,2.05,3.28,2.52
D,683,Alderete,4.0,4.0,Sunderland,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,76.20,3.47,3.71,2.67,2.77,2.59,2.43,3.20,1.91,3.21,2.50,2.81,3.09
D,684,Thiaw,5.0,5.0,Newcastle,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,0.97,1.12,1.19,1.06,1.02,1.16,1.02,1.18,1.11,1.12,0.96,1.10
D,685,Diakité,4.5,4.5,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,4.03,3.06,3.68,3.37,3.72,4.06,3.39,3.75,2.31,2.93,4.03,4.08
M,686,Ngumoha,4.5,4.5,Liverpool,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.13,0.13,0.11,0.13,0.13
M,687,Rees-Dottin,4.5,4.5,Bournemouth,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,0.46,0.40,0.44,0.42,0.43,0.44,0.41,0.44,0.37,0.40,0.46,0.46
G,688,Wright,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,689,Seung soo,4.5,4.5,Newcastle,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,0.30,0.32,0.35,0.32,0.29,0.33,0.31,0.33,0.32,0.32,0.30,0.30
M,690,Cardines,4.5,4.5,Crystal Palace,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05
F,691,Calvert-Lewin,5.5,5.5,Leeds United,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,1.73,2.13,1.98,2.09,2.28,2.22,2.32,2.35,1.97,2.01,2.17,1.79
D,692,Leoni,5.0,5.0,Liverpool,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.47,0.50,0.56,0.53,0.50,0.45,0.52,0.51,0.52,0.43,0.53,0.51
M,693,Hutchinson,5.5,5.5,Nott'm Forest,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,1.59,1.86,1.34,1.80,1.99,1.49,1.59,1.60,1.71,1.86,1.39,1.70
D,694,Mukiele,4.0,4.0,Sunderland,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,1.34,1.37,1.11,1.13,1.09,1.05,1.25,0.92,1.25,1.05,1.13,1.22
D,695,Tchatchoua,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,696,Kalimuendo,6.0,6.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
