Pos,ID,Name,BV,SV,Team,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts
M,669,Ndoye,6.1,6.1,Nott'm Forest,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,2.43,3.34,3.73,2.87,3.01,3.00,3.23,3.52,2.72,3.26,3.24,3.00
G,670,Roefs,4.5,4.5,Sunderland,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.69,2.76,2.42,2.36,3.27,1.89,3.09,2.31,2.54,2.92,1.63,1.68
F,671,Wilson,5.9,5.9,West Ham,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,1.52,1.56,1.39,1.19,1.65,1.47,1.45,1.69,1.43,1.37,1.39,1.41
D,672,Hato,4.9,4.9,Chelsea,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.75,0.68,0.72,0.65,0.71,0.82,0.69,0.80,0.79,0.67,0.74,0.70
M,673,J.Palhinha,5.5,5.5,Spurs,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,2.75,2.54,2.96,2.70,2.73,2.72,2.60,2.61,2.29,2.69,2.49,2.86
G,674,Ramsdale,4.9,4.9,Newcastle,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
G,675,Gunn,4.0,4.0,Nott'm Forest,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.03
M,676,Ugochukwu,5.0,5.0,Burnley,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,2.26,2.50,2.06,2.22,2.59,2.46,2.13,2.43,2.30,2.34,2.47,2.25
M,677,Guessand,6.4,6.4,Aston Villa,31.35,31.35,31.35,31.35,31.35,31.35,39.90,31.35,31.35,31.35,31.35,31.35,1.64,1.92,1.91,2.17,1.72,1.64,1.91,1.91,1.84,2.03,1.69,1.56
D,678,Masuaku,4.0,4.0,Sunderland,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,0.48,0.50,0.47,0.44,0.54,0.42,0.52,0.43,0.48,0.48,0.38,0.39
G,679,Hermansen,4.5,4.5,West Ham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.41,3.58,2.98,2.22,3.49,3.13,2.95,3.87,2.75,2.76,2.94,2.59
F,680,Broja,5.4,5.4,Burnley,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,1.08,1.25,1.02,1.14,1.30,1.17,1.05,1.20,1.15,1.23,1.24,1.08
F,681,Šeško,7.4,7.4,Man Utd,69.30,61.50,61.50,61.50,61.50,61.50,61.50,61.50,61.50,61.50,61.50,61.50,3.09,3.25,3.35,3.95,2.76,3.42,3.13,3.11,3.32,3.10,3.75,3.35
D,682,Møller Wolfe,4.5,4.5,Wolves,62.85,62.85,62.85,62.85,62.85,62.85,62.85,62.85,62.85,62.85,62.85,62.85,1.81,2.91,2.00,2.29,2.88,3.30,2.33,1.85,2.67,2.11,2.55,2.32
D,683,Alderete,4.0,4.0,Sunderland,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,2.81,3.05,2.61,2.36,3.46,2.23,3.27,2.23,2.81,3.02,1.67,1.74
D,684,Thiaw,5.0,5.0,Newcastle,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,1.23,1.05,0.99,1.14,1.01,1.15,1.15,1.11,0.98,1.12,1.08,1.27
D,685,Diakité,4.5,4.5,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.56,3.48,3.77,3.93,3.49,3.75,2.44,3.17,4.24,4.09,4.08,3.08
M,686,Ngumoha,4.5,4.5,Liverpool,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,0.36,0.35,0.33,0.31,0.35,0.35,0.36,0.30,0.36,0.35,0.40,0.34
M,687,Rees-Dottin,4.5,4.5,Bournemouth,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,0.46,0.43,0.45,0.46,0.42,0.46,0.38,0.42,0.50,0.46,0.45,0.42
G,688,Wright,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,689,Seung soo,4.5,4.5,Newcastle,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,0.36,0.31,0.28,0.33,0.31,0.33,0.33,0.33,0.30,0.30,0.34,0.37
M,690,Cardines,4.5,4.5,Crystal Palace,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04
F,691,Calvert-Lewin,5.5,5.5,Leeds United,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,1.99,2.20,2.23,2.23,2.26,2.39,2.01,2.02,2.18,1.76,2.00,1.94
D,692,Leoni,5.0,5.0,Liverpool,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.52,0.50,0.48,0.43,0.48,0.49,0.49,0.39,0.50,0.50,0.54,0.48
M,693,Hutchinson,5.5,5.5,Nott'm Forest,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,1.06,1.38,1.52,1.18,1.25,1.26,1.33,1.42,1.14,1.34,1.32,1.23
D,694,Mukiele,4.0,4.0,Sunderland,76.95,66.90,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,2.64,2.53,1.76,1.60,2.23,1.51,2.18,1.52,1.84,1.98,1.16,1.21
D,695,Tchatchoua,4.5,4.5,Wolves,59.10,59.10,59.10,59.10,59.10,59.10,59.10,59.10,59.10,59.10,59.10,59.10,1.77,2.82,1.99,2.27,2.81,3.15,2.32,1.83,2.64,2.11,2.55,2.26
F,696,Kalimuendo,6.0,6.0,Nott'm Forest,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,1.02,1.31,1.48,1.16,1.22,1.22,1.29,1.39,1.10,1.27,1.30,1.19
M,697,Adli,5.5,5.5,Bournemouth,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,1.91,1.82,1.86,1.89,1.73,1.88,1.51,1.72,2.05,1.98,1.83,1.71
M,698,Okafor,5.5,5.5,Leeds United,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,3.14,3.49,3.46,3.53,3.55,3.76,3.13,3.13,3.40,2.77,3.18,3.06
M,699,Douglas Luiz,5.0,5.0,Nott'm Forest,79.20,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,2.68,3.22,3.49,2.94,3.07,2.99,3.17,3.33,2.73,3.20,3.22,3.17
M,700,Dowman,4.5,4.5,Arsenal,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.26,0.23,0.23,0.28,0.24,0.26,0.26,0.26,0.25,0.22,0.28,0.23
D,701,Rowe,4.0,4.0,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03
M,702,Burrowes,4.5,4.5,Aston Villa,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.09,0.10,0.10,0.10,0.09,0.09,0.08,0.10,0.09,0.10,0.09,0.08
G,703,Proctor,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,704,Onyango,4.5,4.5,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,705,Campbell,4.0,4.0,Everton,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,0.12,0.11,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12
D,706,Justin,4.0,4.0,Leeds United,35.70,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,1.24,0.97,0.93,0.90,0.99,1.02,0.82,0.88,0.91,0.74,0.84,0.79
M,707,Dibling,5.5,5.5,Everton,36.90,36.90,36.90,36.90,52.05,36.90,36.90,36.90,36.90,36.90,36.90,36.90,1.88,1.58,2.01,1.86,2.13,1.84,1.93,1.85,1.68,1.74,1.72,1.83
M,708,M.Fernandes,5.5,5.5,West Ham,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,2.98,3.04,2.79,2.58,3.25,3.02,2.94,3.37,2.81,2.73,2.76,2.76
D,709,Krejčí,4.5,4.5,Wolves,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,1.78,2.74,2.06,2.43,2.81,3.19,2.36,1.90,2.66,2.16,2.58,2.31
D,710,Patterson,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,711,Harriman-Annous,4.5,4.5,Arsenal,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,712,Yeremy,6.0,6.0,Crystal Palace,61.50,66.90,61.50,61.50,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,3.67,3.56,2.77,2.93,3.87,2.80,4.13,3.74,3.81,3.69,4.01,3.53
D,713,A.Jimenez,4.5,4.5,Bournemouth,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,2.96,3.00,3.13,3.31,2.87,3.21,2.04,2.61,3.56,3.48,3.36,2.68
F,714,Woltemade,7.0,7.0,Newcastle,63.75,60.90,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,4.28,3.25,2.09,2.58,2.32,2.60,2.54,2.56,2.27,2.27,2.59,2.90
G,715,John,4.0,4.0,Nott'm Forest,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.03
D,716,Savona,4.5,4.5,Nott'm Forest,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.51,0.65,0.69,0.57,0.59,0.59,0.62,0.65,0.51,0.62,0.64,0.61
M,717,Xavi,7.0,7.0,Spurs,58.80,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,3.44,3.80,4.66,4.17,4.28,3.90,3.91,4.10,3.16,4.31,3.67,4.70
M,718,S.Magassa,5.0,5.0,West Ham,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,1.08,1.09,1.04,0.96,1.12,1.07,1.07,1.11,1.04,1.02,1.03,1.03
D,719,Lindelöf,4.5,4.5,Aston Villa,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.78,0.85,0.83,0.92,0.72,0.69,0.62,0.82,0.81,0.89,0.71,0.69
F,720,Tolu,5.5,5.5,Wolves,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,29.40,1.31,1.57,1.45,1.51,1.61,1.71,1.43,1.35,1.53,1.45,1.52,1.51
D,721,Milosavljević,4.5,4.5,Bournemouth,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.47,0.46,0.48,0.49,0.46,0.48,0.40,0.45,0.51,0.51,0.50,0.44
M,722,Florentino,5.0,5.0,Burnley,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,2.43,2.61,2.20,2.35,2.73,2.60,2.28,2.61,2.44,2.49,2.57,2.40
D,723,Canvot,4.5,4.5,Crystal Palace,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,0.86,0.79,0.69,0.77,0.78,0.65,0.82,0.76,0.81,0.75,0.83,0.76
D,724,Geertruida,4.5,4.5,Sunderland,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,0.86,0.90,0.82,0.77,0.98,0.75,0.95,0.75,0.85,0.89,0.64,0.66
D,725,Hincapie,5.5,5.5,Arsenal,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,0.79,0.69,0.71,0.82,0.75,0.79,0.82,0.81,0.74,0.68,0.80,0.73
F,726,Kolo Muani,7.0,7.0,Spurs,51.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,2.86,3.22,3.81,3.48,3.53,3.24,3.29,3.49,2.66,3.61,3.03,3.90
M,727,Chukwueze,5.5,5.5,Fulham,44.40,44.40,44.40,44.40,44.40,44.40,44.40,44.40,44.40,44.40,44.40,44.40,2.61,2.53,2.18,2.21,2.02,2.10,2.54,2.19,2.66,2.17,2.09,2.39
M,728,Röhl,5.0,5.0,Everton,44.10,44.10,44.10,44.10,44.10,44.10,44.10,44.10,44.10,44.10,44.10,44.10,2.36,2.03,2.50,2.33,1.94,2.37,2.41,2.34,2.15,2.28,2.20,2.31
D,729,Cuiabano,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,730,Brobbey,5.5,5.5,Sunderland,37.95,49.80,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,1.78,2.49,2.86,2.80,3.33,2.69,2.99,2.63,2.94,3.08,2.54,2.60
M,731,Kevin,6.0,6.0,Fulham,52.20,52.20,52.20,52.20,52.20,52.20,52.20,52.20,52.20,52.20,52.20,52.20,3.04,2.98,2.59,2.63,2.35,2.45,3.04,2.59,3.18,2.60,2.47,2.81
F,732,Uche,5.5,5.5,Crystal Palace,47.85,45.00,39.45,39.45,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,2.52,2.19,1.77,1.77,1.60,1.30,1.70,1.59,1.58,1.58,1.62,1.48
G,733,Lammens,5.0,5.0,Man Utd,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,1.87,2.32,2.51,3.26,1.72,2.57,2.39,2.30,2.88,2.59,3.04,2.65
M,734,Bakwa,6.0,6.0,Nott'm Forest,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,0.74,0.96,1.04,0.83,0.87,0.89,0.93,0.98,0.81,0.93,0.92,0.86
M,735,Traoré,5.5,5.5,Sunderland,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,1.49,1.62,1.45,1.45,1.72,1.37,1.56,1.36,1.49,1.65,1.34,1.33
G,736,Donnarumma,5.5,5.5,Man City,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,3.59,2.56,4.11,3.41,3.80,3.02,3.64,3.03,2.88,3.92,3.36,4.12
