Name,Position,Price,xMins,GW4,GW5,GW6,GW7,Total,/£M,Elite%
Mitoma,MID,6.4,83,83,82,79,78,322,12.6,4.0%
Tarkowski,DEF,5.5,90,90,91,89,87,357,16.2,8.5%
Senesi,DEF,4.6,92,92,85,85,85,347,18.9,2.0%
Mac Allister,MID,6.4,78,78,75,74,72,299,11.7,0.0%
Martinez,GK,5.0,93,93,90,91,92,366,18.3,0.6%
A.Becker,GK,5.5,93,93,92,85,85,355,16.1,0.3%
Strand Larsen,FWD,6.4,83,83,77,72,72,304,11.9,41.7%
Bowen,FWD,7.8,90,90,87,87,85,349,11.2,1.6%
Gibbs-White,MID,7.5,80,80,76,75,78,309,10.3,0.3%
Kudus,MID,6.6,78,78,73,75,68,294,11.1,9.0%
Murillo,DEF,5.5,89,89,82,80,89,340,15.5,67.3%
Lacroix,DEF,5.0,89,89,87,81,86,343,17.1,3.5%
Cash,DEF,4.5,83,83,74,75,75,307,17.1,0.0%
Schade,MID,7.0,76,76,75,75,70,296,10.6,0.0%
Donnarumma,GK,5.5,93,93,93,93,91,370,16.8,0.0%
Thiago,FWD,6.0,80,80,80,67,71,298,12.4,9.2%
Saka,MID,9.9,65,17,57,82,81,237,6.0,0.1%
Calafiori,DEF,5.7,73,73,66,60,56,255,11.2,0.0%
Enzo,MID,6.6,88,88,85,85,85,343,13.0,0.8%
Konsa,DEF,4.5,91,91,88,87,84,350,19.4,6.0%
Iwobi,MID,6.5,80,80,75,74,73,302,11.6,0.0%
Anderson,MID,5.5,83,83,79,76,79,317,14.4,25.7%
Konaté,DEF,5.5,84,84,79,77,76,316,14.4,0.0%
O.Dango,MID,6.0,81,81,78,77,76,312,13.0,5.0%
Richards,DEF,4.5,90,90,87,84,78,339,18.8,14.2%
Šeško,FWD,7.4,65,65,71,71,72,279,9.4,0.0%
Andersen,DEF,4.5,93,93,91,86,87,357,19.8,80.7%
Bruno G.,MID,6.5,91,91,82,83,83,339,13.0,0.1%
Grealish,MID,6.7,81,81,76,76,75,308,11.5,0.0%
Neto,MID,7.0,73,73,71,68,65,277,9.9,0.1%
Schär,DEF,5.5,85,85,79,82,77,323,14.7,0.1%
Saliba,DEF,6.1,95,74,87,86,84,331,13.6,0.1%
Isak,FWD,10.4,21,21,56,79,75,231,5.6,0.0%
J.Timber,DEF,5.6,76,76,66,69,63,274,12.2,0.0%
Vicario,GK,5.0,94,94,92,90,93,369,18.4,10.3%
Guéhi,DEF,4.6,92,92,87,88,87,354,19.2,0.9%
L.Paquetá,MID,5.9,79,79,80,75,79,313,13.3,5.8%
Petrović,GK,4.5,93,93,92,91,90,366,20.3,3.5%
Reijnders,MID,5.7,75,75,72,67,68,282,12.4,54.5%
Damsgaard,MID,5.9,84,84,82,80,75,321,13.6,0.0%
Pedro Porro,DEF,5.6,81,81,75,68,70,294,13.1,95.8%
Milenković,DEF,5.5,88,88,85,86,83,342,15.5,3.6%
Pope,GK,5.0,92,92,92,89,89,362,18.1,0.0%
Pickford,GK,5.5,94,94,93,93,90,370,16.8,0.0%
Truffert,DEF,4.5,89,89,85,87,84,345,19.2,0.2%
Sels,GK,5.0,94,94,94,90,93,371,18.6,11.6%
Sánchez,GK,5.0,92,92,93,90,91,366,18.3,66.0%
Minteh,MID,5.9,71,71,69,70,65,275,11.7,0.2%
Yeremy,MID,6.0,77,58,77,74,73,282,11.8,0.0%
Henderson,GK,5.0,93,93,91,91,86,361,18.1,0.0%
Tonali,MID,5.4,87,87,82,83,78,330,15.3,0.0%
Caicedo,MID,5.5,89,89,87,86,85,347,15.8,0.2%
Leno,GK,5.0,93,93,91,91,92,367,18.4,0.0%
Wissa,FWD,7.5,64,64,58,51,59,232,7.7,0.1%
Stach,MID,5.0,90,90,81,81,78,330,16.5,1.4%
Cucurella,DEF,6.1,90,90,84,83,85,342,14.0,2.2%
Perri,GK,4.5,92,92,93,91,91,367,20.4,1.2%
Romero,DEF,5.0,92,92,89,85,79,345,17.3,12.9%
Dewsbury-Hall,MID,5.0,81,81,76,77,78,312,15.6,8.7%
Aït-Nouri,DEF,6.0,78,78,68,56,63,265,11.0,1.7%
J.Arias,MID,5.4,71,71,65,67,63,266,12.3,0.4%
Diakité,DEF,4.5,92,92,86,86,86,350,19.4,0.1%
Verbruggen,GK,4.5,94,94,92,92,92,370,20.6,6.3%
Muniz,FWD,5.5,68,68,63,55,56,242,11.0,0.0%
Dorgu,DEF,4.5,76,76,78,75,70,299,16.6,22.3%
Welbeck,FWD,6.4,58,58,57,59,53,227,8.9,0.0%
Hall,DEF,5.4,65,65,80,76,75,296,13.7,0.0%
Mitchell,DEF,5.0,76,76,77,75,72,300,15.0,0.0%
Gravenberch,MID,5.5,78,78,77,74,79,308,14.0,0.0%
Lukić,MID,5.0,86,86,85,82,76,329,16.4,0.0%
Eze,MID,7.5,52,52,52,49,50,203,6.8,0.0%
Ekitiké,FWD,8.7,67,67,51,35,39,192,5.5,1.6%
Anthony,MID,5.5,80,80,77,75,75,307,14.0,0.0%
José Sá,GK,4.5,94,94,92,91,93,370,20.6,0.0%
Tete,DEF,4.5,79,79,75,75,72,301,16.7,0.0%
Zubimendi,MID,5.5,88,88,79,77,75,319,14.5,0.0%
Kelleher,GK,4.5,93,93,94,91,91,369,20.5,2.9%
Tavernier,MID,5.5,55,55,57,57,57,226,10.3,0.0%
Gomes,MID,5.5,85,85,80,79,79,323,14.7,0.0%
James,MID,5.4,66,66,60,58,56,240,11.1,0.0%
Van Hecke,DEF,4.5,88,88,87,84,82,341,18.9,0.0%
Collins,DEF,5.0,92,92,85,86,84,347,17.4,0.2%
Van den Berg,DEF,4.5,92,92,88,83,81,344,19.1,0.7%
Aina,DEF,5.0,89,89,86,80,77,332,16.6,0.0%
Hermansen,GK,4.5,91,91,92,91,89,363,20.2,0.1%
N.Williams,DEF,5.0,85,85,76,68,64,293,14.7,34.8%
Kamada,MID,5.0,68,68,67,62,55,252,12.6,0.0%
Kerkez,DEF,6.0,72,72,67,66,65,270,11.3,0.2%
De Ligt,DEF,5.0,86,86,81,74,72,313,15.7,0.0%
Van de Ven,DEF,4.6,89,89,85,86,85,345,18.8,15.3%
Foden,MID,8.0,47,47,47,45,47,186,5.8,0.0%
Roefs,GK,4.5,94,94,91,92,90,367,20.4,0.0%
Elanga,MID,7.0,65,65,65,48,45,223,8.0,0.8%
Robinson,DEF,5.0,60,60,84,85,83,312,15.6,0.0%
Rodon,DEF,4.0,94,71,86,83,82,322,20.1,6.7%
Bogle,DEF,4.5,86,86,82,81,77,326,18.1,0.0%
Rúben,DEF,5.5,85,85,73,68,70,296,13.5,0.0%
Agbadou,DEF,4.5,89,89,85,81,83,338,18.8,7.9%
Diarra,MID,5.5,84,84,80,78,76,318,14.5,0.0%
Szoboszlai,MID,6.5,59,59,51,49,49,208,8.0,0.0%
Munetsi,MID,5.5,74,74,70,69,69,282,12.8,0.0%
Xhaka,MID,5.0,88,88,87,83,79,337,16.9,0.2%
P.M.Sarr,MID,5.0,73,73,70,68,64,275,13.8,0.3%
Mykolenko,DEF,4.9,94,71,84,80,82,317,16.2,0.0%
Dúbravka,GK,4.0,94,94,92,92,91,369,23.1,95.4%
Ward-Prowse,MID,5.9,77,77,77,73,75,302,12.8,0.0%
Livramento,DEF,5.1,81,81,76,72,73,302,14.8,0.1%
Woltemade,FWD,7.0,57,57,51,53,46,207,7.4,0.0%
Garner,MID,5.0,78,78,75,74,68,295,14.8,0.0%
Bassey,DEF,4.5,90,90,87,85,84,346,19.2,0.0%
Mings,DEF,4.5,70,70,69,65,65,269,14.9,0.0%
Kilman,DEF,4.4,91,91,86,82,80,339,19.3,0.1%
Gudmundsson,DEF,4.0,85,64,81,77,73,295,18.4,4.3%
King,MID,4.5,68,68,60,58,57,243,13.5,2.0%
O'Brien,DEF,5.0,87,87,86,78,77,328,16.4,0.1%
Burn,DEF,5.0,84,84,72,71,62,289,14.4,0.0%
Gvardiol,DEF,5.8,57,24,67,75,76,242,10.4,0.2%
Dunk,DEF,4.5,87,87,82,78,79,326,18.1,0.0%
Wan-Bissaka,DEF,4.4,90,90,86,83,84,343,19.5,0.5%
McGinn,MID,5.5,71,71,57,56,53,237,10.8,0.0%
Douglas Luiz,MID,5.0,60,60,70,73,67,270,13.5,0.0%
Hudson-Odoi,MID,6.0,63,63,59,64,62,248,10.3,0.0%
Estève,DEF,4.0,93,93,87,89,87,356,22.3,84.4%
Gana,MID,5.4,77,77,75,71,67,290,13.4,0.0%
Beto,FWD,5.4,54,54,54,56,55,219,10.1,0.0%
Toti,DEF,4.4,88,88,85,83,85,341,19.4,0.0%
Frimpong,DEF,5.9,68,28,57,68,70,223,9.4,0.1%
Bernardo,MID,6.4,64,64,58,60,61,243,9.5,0.0%
Joelinton,MID,5.9,41,17,74,75,77,243,10.3,0.0%
Bijol,DEF,4.0,62,62,78,75,78,293,18.3,0.2%
Okafor,MID,5.5,53,53,52,61,58,224,10.2,0.0%
Christie,MID,5.0,53,53,68,58,61,240,12.0,0.0%
Madueke,MID,7.0,58,58,44,31,34,167,6.0,0.2%
Estêvão,MID,6.5,56,56,54,52,49,211,8.1,0.1%
M.Fernandes,MID,5.5,62,62,65,64,66,257,11.7,0.0%
Barnes,MID,6.5,62,62,57,33,34,186,7.2,0.9%
Casemiro,MID,5.5,67,67,59,59,59,244,11.1,0.0%
Amad,MID,6.4,63,63,56,56,55,230,9.0,0.0%
Diouf,DEF,4.5,84,84,82,79,77,322,17.9,3.2%
Yoro,DEF,4.5,78,78,69,66,69,282,15.7,0.0%
Chalobah,DEF,5.1,73,73,68,59,54,254,12.5,0.0%
Calvert-Lewin,FWD,5.5,40,40,49,50,48,187,8.5,0.0%
De Cuyper,DEF,4.5,75,75,74,67,71,287,15.9,0.8%
Yarmoliuk,MID,5.0,75,75,73,67,67,282,14.1,0.0%
Adli,MID,5.5,45,45,48,50,51,194,8.8,0.0%
Talbi,MID,5.0,69,69,66,66,61,262,13.1,0.0%
Sancho,MID,5.9,40,40,45,50,52,187,7.9,0.0%
Elliott,MID,5.4,41,41,43,45,49,178,8.2,0.0%
Bruun Larsen,MID,5.4,57,57,60,53,54,224,10.4,0.0%
Branthwaite,DEF,5.3,51,21,72,84,84,261,12.3,0.0%
Wieffer,MID,5.0,61,46,64,63,63,236,11.8,0.0%
Sadiki,MID,5.0,82,82,80,78,76,316,15.8,0.0%
André,MID,5.5,76,76,70,73,71,290,13.2,0.0%
Berge,MID,5.0,78,78,75,73,70,296,14.8,0.0%
Bobb,MID,5.5,55,55,44,38,46,183,8.3,0.0%
Hannibal,MID,5.0,68,68,65,62,62,257,12.8,0.0%
Tosin,DEF,4.5,70,70,59,51,52,232,12.9,1.1%
Cullen,MID,5.0,78,78,72,63,71,284,14.2,0.0%
Adingra,MID,5.5,60,60,63,60,58,241,11.0,0.1%
Gnonto,MID,5.4,50,50,48,46,48,192,8.9,0.0%
Maatsen,DEF,4.4,47,47,43,47,52,189,10.7,0.0%
Digne,DEF,4.5,47,47,46,49,45,187,10.4,0.0%
Raúl,FWD,6.4,36,36,35,45,44,160,6.3,0.0%
Adams,MID,5.0,86,86,67,52,44,249,12.4,0.0%
Souček,MID,5.8,62,62,58,63,58,241,10.4,0.0%
Kayode,DEF,4.5,79,79,72,70,68,289,16.1,0.0%
Doku,MID,6.4,42,42,42,42,43,169,6.6,0.0%
Ndoye,MID,6.1,52,52,48,47,41,188,7.7,0.2%
J.Palhinha,MID,5.5,62,62,62,61,59,244,11.1,0.1%
Wilson,MID,5.4,51,51,40,35,34,160,7.4,0.0%
Krejčí,DEF,4.5,63,63,67,83,76,289,16.1,0.0%
Lerma,MID,5.0,76,76,70,51,39,236,11.8,0.0%
Alderete,DEF,4.0,79,79,67,66,65,277,17.3,1.7%
Bentancur,MID,5.5,64,64,58,59,58,239,10.9,0.0%
Richarlison,FWD,6.7,58,58,33,33,28,152,5.7,0.1%
Mukiele,DEF,4.0,82,82,73,70,68,293,18.3,0.0%
James,DEF,5.5,55,55,49,46,50,200,9.1,0.0%
Hughes,MID,4.9,65,65,59,54,44,222,11.3,0.0%
Ayari,MID,5.0,55,55,52,54,53,214,10.7,0.0%
Baleba,MID,4.9,60,60,59,59,55,233,11.9,0.0%
Henderson,MID,5.0,67,67,61,61,58,247,12.3,0.0%
Solanke,FWD,7.3,20,20,34,42,51,147,5.0,0.2%
Mavropanos,DEF,4.4,64,64,66,61,59,250,14.2,0.0%
Ekdal,DEF,4.0,79,79,70,65,62,276,17.3,0.0%
Johnson,MID,7.1,43,43,43,32,39,157,5.5,0.6%
Matheus N.,DEF,5.4,62,62,47,43,43,195,9.0,0.0%
Kolo Muani,FWD,7.0,27,27,40,48,43,158,5.6,0.0%
Lammens,GK,5.0,24,24,49,73,81,227,11.3,0.0%
Spence,DEF,4.5,64,64,59,56,55,234,13.0,0.2%
Reinildo,DEF,4.0,79,79,77,72,75,303,18.9,0.6%
Barry,FWD,5.9,43,43,38,46,42,169,7.2,0.0%
Füllkrug,FWD,5.8,41,41,48,47,43,179,7.7,0.9%
Hartman,DEF,4.0,79,79,75,72,74,300,18.8,0.4%
Garnacho,MID,6.4,27,27,33,38,42,140,5.5,0.0%
Walker,DEF,4.5,89,89,82,81,80,332,18.4,0.0%
Lewis-Potter,DEF,5.0,68,68,58,56,55,237,11.8,0.0%
E.Le Fée,MID,4.9,49,49,52,47,48,196,10.0,0.0%
Foster,FWD,5.0,54,54,51,47,47,199,9.9,0.0%
J.Araujo,DEF,4.0,71,71,63,44,26,204,12.8,0.0%
Gruda,MID,5.4,35,35,36,37,38,146,6.8,0.0%
Gittens,MID,6.3,33,33,33,34,35,135,5.4,0.0%
Malen,MID,5.3,45,45,34,24,24,127,6.0,0.0%
Todibo,DEF,4.4,58,58,57,52,52,219,12.4,0.0%
Ampadu,MID,4.9,70,29,62,69,71,231,11.8,0.0%
Uche,FWD,5.5,42,42,44,36,30,152,6.9,0.0%
Gomez,MID,5.0,39,39,39,39,46,163,8.2,0.0%
Mount,MID,6.0,41,31,40,38,39,148,6.2,0.0%
Tchatchoua,DEF,4.5,59,59,58,53,55,225,12.5,0.0%
Ugochukwu,MID,5.0,67,67,58,54,55,234,11.7,0.0%
Tanaka,MID,4.9,65,27,55,59,63,204,10.4,0.0%
Smith Rowe,MID,5.9,41,41,35,38,39,153,6.5,0.0%
Onana,MID,5.0,42,34,53,48,44,179,8.9,0.0%
Guessand,MID,6.4,34,34,29,27,26,116,4.5,0.0%
Dalot,DEF,4.5,48,36,49,48,49,182,10.1,0.0%
Stones,DEF,5.5,60,60,45,38,42,185,8.4,0.0%
Fofana,DEF,4.4,33,33,46,59,65,203,11.5,0.0%
Geertruida,DEF,4.5,55,55,67,77,74,273,15.2,0.0%
Gusto,DEF,5.0,41,41,47,46,46,180,9.0,0.0%
Bergvall,MID,5.4,48,48,38,44,42,172,8.0,0.0%
Udogie,DEF,4.4,36,36,42,54,53,185,10.5,0.0%
Bellegarde,MID,5.4,39,39,38,41,40,158,7.3,0.0%
Devenny,MID,4.5,37,37,37,36,25,135,7.5,0.1%
Wilson,FWD,5.9,34,34,37,33,34,138,5.8,0.0%
Nmecha,FWD,5.0,34,34,29,31,29,123,6.2,0.0%
Brobbey,FWD,5.5,33,33,38,44,52,167,7.6,0.0%
Martinez,DEF,4.9,25,1,29,63,70,163,8.3,0.0%
Summerville,MID,5.5,34,34,37,37,39,147,6.7,0.0%
Mayenda,FWD,5.5,46,46,39,32,35,152,6.9,0.0%
Chukwueze,MID,5.5,19,19,31,41,43,134,6.1,0.0%
Florentino,MID,5.0,31,31,48,54,62,195,9.8,0.0%
Gordon,MID,7.4,0,0,0,65,63,128,4.3,0.2%
Shaw,DEF,4.5,58,58,50,39,44,191,10.6,0.0%
Piroe,FWD,5.4,36,36,30,26,29,121,5.6,0.2%
Savinho,MID,6.9,33,14,25,33,34,106,3.8,0.1%
Cook,MID,4.9,0,0,44,58,60,162,8.3,0.0%
Lewis,DEF,5.0,41,31,36,40,41,148,7.4,0.0%
Bradley,DEF,5.0,44,44,33,23,24,124,6.2,0.0%
Nelson,MID,4.9,28,28,31,38,37,134,6.8,0.0%
Hinshelwood,MID,5.3,42,42,41,38,37,158,7.5,0.0%
Sessegnon,MID,5.4,47,47,29,26,26,128,5.9,0.0%
Trossard,MID,6.9,25,25,22,21,17,85,3.1,0.0%
Kamara,MID,4.9,0,0,32,59,67,158,8.1,0.0%
McAtee,MID,5.5,32,32,29,27,28,116,5.3,0.0%
Scott,MID,5.0,53,53,27,22,25,127,6.3,0.0%
J.Ramsey,MID,5.4,41,31,30,24,24,109,5.0,0.0%
Kevin,MID,6.0,13,13,29,33,33,108,4.5,0.0%
Dibling,MID,5.5,26,26,30,27,28,111,5.0,0.0%
Trippier,DEF,5.0,33,33,29,25,30,117,5.8,0.0%
Broja,FWD,5.4,24,24,31,26,29,110,5.1,0.0%
Longstaff,MID,4.9,43,43,34,31,30,138,7.0,0.0%
Gruev,MID,5.0,55,55,32,27,31,145,7.3,0.0%
Edwards,MID,4.9,27,27,28,27,28,110,5.6,0.0%
Pau,DEF,4.5,26,26,30,34,39,129,7.2,0.0%
J.Murphy,MID,6.3,29,29,28,17,23,97,3.8,0.0%
Robertson,DEF,5.9,26,26,25,27,26,104,4.4,0.0%
H.Bueno,DEF,4.5,42,32,39,34,30,135,7.5,0.0%
Alcaraz,MID,5.4,28,28,27,25,24,104,4.8,0.0%
Martinelli,MID,6.9,22,22,22,19,16,79,2.9,0.0%
Møller Wolfe,DEF,4.5,38,38,33,37,37,145,8.1,0.0%
Traoré,MID,5.5,17,17,26,29,35,107,4.9,0.0%
Merino,MID,5.9,21,21,21,21,26,89,3.8,0.0%
White,DEF,5.4,26,13,30,30,32,105,4.9,0.0%
Kalimuendo,FWD,6.0,21,21,24,21,24,90,3.8,0.0%
Fer López,MID,5.4,20,20,22,26,29,97,4.5,0.0%
Hume,DEF,4.5,51,51,43,37,37,168,9.3,0.0%
F.Kadıoğlu,DEF,4.4,35,35,26,28,36,125,7.1,0.0%
Bayindir,GK,5.0,66,66,45,22,11,144,7.2,0.0%
Sangaré,MID,5.0,35,35,28,30,31,124,6.2,0.0%
Carvalho,MID,4.9,23,23,19,21,25,88,4.5,0.0%
Igor Jesus,FWD,5.9,17,17,23,19,24,83,3.5,0.0%
Brooks,MID,5.0,26,26,20,20,20,86,4.3,0.0%
C.Jones,MID,5.4,22,22,23,19,25,89,4.1,0.0%
Mazraoui,DEF,4.9,29,29,29,28,29,115,5.9,0.0%
Mainoo,MID,4.9,30,30,22,27,26,105,5.4,0.0%
Flemming,FWD,5.4,18,18,23,23,22,86,4.0,0.0%
Aaronson,MID,5.4,24,24,22,21,20,87,4.0,0.0%
Henry,DEF,4.5,31,31,35,35,33,134,7.4,0.0%
Hoever,DEF,4.0,25,19,26,28,29,102,6.4,0.0%
Willock,MID,5.0,41,41,16,15,12,84,4.2,0.0%
Tolu,FWD,5.5,11,11,18,22,21,72,3.3,0.0%
Röhl,MID,5.0,10,10,22,29,24,85,4.3,0.0%
Keane,DEF,4.5,57,57,23,14,13,107,5.9,0.0%
A.Jimenez,DEF,4.5,14,14,22,34,27,97,5.4,0.0%
Struijk,DEF,4.5,38,38,24,23,23,108,6.0,0.0%
N.Gonzalez,MID,6.0,23,23,23,19,24,89,3.7,0.0%
Aké,DEF,5.5,27,27,22,22,23,94,4.3,0.0%
Maguire,DEF,4.5,38,38,25,20,21,104,5.8,0.0%
Bakwa,MID,6.0,10,10,16,22,26,74,3.1,0.0%
Milambo,MID,5.4,16,16,20,21,21,78,3.6,0.0%
Wharton,MID,5.0,0,0,0,29,70,99,5.0,0.0%
Coppola,DEF,4.4,22,22,23,23,31,99,5.6,0.0%
Hutchinson,MID,5.5,17,17,21,17,18,73,3.3,0.0%
Kovačić,MID,6.0,20,10,24,26,24,84,3.5,0.0%
Doherty,DEF,4.5,27,27,26,29,26,108,6.0,0.0%
R.Gomes,DEF,4.5,20,20,23,19,26,88,4.9,0.0%
Hee Chan,MID,5.9,9,9,17,17,17,60,2.5,0.0%
Ugarte,MID,4.9,19,19,20,24,22,85,4.3,0.0%
Sosa,DEF,5.0,18,18,21,17,24,80,4.0,0.0%
Sonne,DEF,4.0,21,21,29,26,31,107,6.7,0.0%
Thiaw,DEF,5.0,15,15,27,27,26,95,4.8,0.0%
Tzimas,FWD,5.4,10,10,10,19,16,55,2.5,0.0%
Mosquera,DEF,5.4,34,34,13,18,19,84,3.9,0.0%
Gomez,DEF,5.0,18,18,22,20,20,80,4.0,0.0%
Justin,DEF,4.0,29,29,22,20,19,90,5.6,0.0%
Lewis-Skelly,DEF,5.4,16,16,17,18,22,73,3.4,0.0%
Zinchenko,DEF,4.9,0,0,20,25,33,78,4.0,0.0%
Watson,MID,5.0,10,10,13,17,14,54,2.7,0.0%
Zirkzee,FWD,5.9,18,18,9,10,16,53,2.2,0.0%
Esse,MID,4.9,15,15,15,15,12,57,2.9,0.0%
Veltman,DEF,4.4,26,26,20,20,22,88,5.0,0.0%
Khusanov,DEF,5.4,22,17,17,24,19,77,3.6,0.0%
S.Bueno,DEF,4.5,27,27,24,18,23,92,5.1,0.0%
Tel,MID,6.3,12,12,12,9,11,44,1.7,0.0%
Patterson,DEF,4.4,39,16,18,17,24,75,4.3,0.0%
Ballard,DEF,4.6,26,11,26,30,24,91,4.9,0.1%
Tchaouna,MID,5.0,10,10,15,15,14,54,2.7,0.0%
George,MID,4.9,10,10,8,14,12,44,2.2,0.0%
Jensen,MID,4.9,14,14,15,16,16,61,3.1,0.0%
Tuanzebe,DEF,3.9,10,10,30,26,30,96,6.2,0.0%
Harrison,MID,5.4,14,14,13,13,13,53,2.5,0.0%
Hato,DEF,4.9,17,17,17,18,21,73,3.7,0.0%
Dowman,MID,4.5,16,16,12,8,6,42,2.3,0.0%
Hickey,DEF,4.0,11,11,18,25,28,82,5.1,0.0%
Cairney,MID,4.9,13,13,14,15,15,57,2.9,0.0%
Andrey Santos,MID,4.5,18,18,16,16,17,67,3.7,0.0%
Walker-Peters,DEF,4.4,16,16,21,24,26,87,4.9,0.0%
Castagne,DEF,4.5,13,13,15,19,25,72,4.0,0.0%
Smith,DEF,4.5,0,0,2,21,45,68,3.8,0.0%
Isidor,FWD,5.5,13,13,12,14,13,52,2.4,0.0%
Hill,DEF,4.0,15,15,16,17,17,65,4.1,0.0%
S.Magassa,MID,5.0,15,15,12,18,22,67,3.4,0.0%
Boscagli,DEF,4.4,14,14,17,16,23,70,4.0,0.0%
Nwaneri,MID,5.4,7,7,12,9,11,39,1.8,0.0%
Clyne,DEF,4.0,13,13,14,18,20,65,4.1,0.0%
Odobert,MID,5.4,11,11,12,8,10,41,1.9,0.0%
Botman,DEF,4.9,12,12,14,14,20,60,3.1,0.0%
Danso,DEF,4.4,12,12,18,14,16,60,3.4,0.0%
Morato,DEF,4.4,8,8,14,17,21,60,3.4,0.0%
Nørgaard,MID,5.4,14,7,15,13,17,52,2.4,0.0%
Gannon-Doak,MID,5.0,7,7,10,11,11,39,1.9,0.0%
L.Miley,MID,4.5,17,17,11,10,11,49,2.7,0.2%
Iroegbunam,MID,5.0,16,16,13,12,13,54,2.7,0.0%
Savona,DEF,4.5,18,18,10,18,18,64,3.6,0.0%
McNeil,MID,5.8,8,8,8,10,11,37,1.6,0.0%
Hincapie,DEF,5.5,7,7,6,16,19,48,2.2,0.0%
Bogarde,DEF,4.0,22,22,11,11,10,54,3.4,0.0%
Canvot,DEF,4.5,7,7,12,20,24,63,3.5,0.0%
Onyeka,MID,5.0,13,13,13,10,17,53,2.6,0.0%
Gray,MID,4.9,12,12,10,18,15,55,2.8,0.0%
Neil,MID,4.9,10,10,12,20,17,59,3.0,0.0%
Igor,DEF,4.5,8,8,18,18,21,65,3.6,0.0%
Janelt,MID,4.9,12,3,11,16,17,47,2.4,0.0%
Irving,MID,4.5,8,8,9,11,12,40,2.2,0.0%
Pinnock,DEF,4.4,7,7,10,17,19,53,3.0,0.0%
Kostoulas,FWD,4.9,5,5,6,7,5,23,1.2,0.0%
