Name,Position,Price,xMins,GW1,GW2,GW3,GW4,GW5,Total,Points/£M,Elite%
Lewis,DEF,5.0,34,1.5,1.6,1.1,1.6,1.0,6.8,0.27,0.6%
Ramazani,MID,5.0,26,1.5,1.0,1.3,1.4,1.5,6.8,0.27,0.1%
Mings,DEF,4.5,28,1.1,1.0,1.5,1.3,1.9,6.7,0.30,0.5%
Akanji,DEF,5.5,32,1.5,1.6,1.3,1.3,1.0,6.7,0.24,0.7%
Milambo,MID,5.5,18,0.9,1.1,1.5,1.4,1.7,6.7,0.24,0.1%
G.Rodriguez,MID,5.0,36,1.5,1.4,1.4,1.3,1.2,6.7,0.27,0.1%
R.Gomes,DEF,4.5,23,0.9,1.1,1.6,1.0,1.6,6.3,0.28,0.1%
Hato,DEF,5.0,21,0.9,1.2,1.6,1.4,1.2,6.3,0.25,0.2%
Elliott,MID,5.5,25,1.6,0.8,0.9,1.5,1.4,6.3,0.23,0.2%
Harrison,MID,5.5,20,1.1,1.0,1.4,1.3,1.3,6.2,0.23,0.2%
Isidor,FWD,5.5,23,1.3,1.3,1.4,1.0,1.1,6.1,0.22,0.3%
Scott,MID,5.0,31,1.3,1.6,1.1,1.0,1.1,6.1,0.24,0.1%
Bradley,DEF,5.0,21,1.2,1.0,1.1,1.4,1.4,6.0,0.24,0.6%
Shaw,DEF,4.5,31,1.0,1.3,1.6,0.9,1.0,5.9,0.26,0.2%
Merino,MID,6.0,22,1.1,1.2,0.9,1.3,1.3,5.8,0.19,0.8%
Álvarez,MID,5.0,19,0.8,1.1,1.3,1.3,1.3,5.8,0.23,0.2%
J.Araujo,DEF,4.0,27,0.8,1.6,1.1,1.2,1.1,5.7,0.29,1.3%
Castagne,DEF,4.5,21,0.8,1.1,0.9,1.4,1.5,5.7,0.25,0.2%
Morato,DEF,4.5,19,0.8,1.0,1.4,0.9,1.5,5.7,0.25,0.1%
Koleosho,MID,5.0,24,1.1,1.2,1.1,1.1,1.1,5.7,0.23,0.1%
Marc Guiu,FWD,4.5,12,0.7,0.8,1.2,1.4,1.4,5.6,0.25,11.6%
Robertson,DEF,6.0,16,0.9,0.9,1.0,1.2,1.5,5.6,0.19,2.0%
Esse,MID,5.0,17,0.8,1.1,1.1,1.4,1.2,5.5,0.22,0.2%
Botman,DEF,5.0,18,0.7,0.9,1.2,1.4,1.2,5.4,0.22,0.5%
Chiesa,MID,6.5,16,1.2,0.9,0.9,1.2,1.1,5.4,0.17,0.1%
Gomez,DEF,5.0,13,0.6,0.7,1.1,1.5,1.4,5.3,0.21,0.2%
Aké,DEF,5.5,19,0.9,1.2,1.1,1.1,0.8,5.1,0.19,0.6%
Wieffer,MID,5.0,21,1.0,0.9,1.1,1.1,1.0,5.1,0.20,0.1%
Struijk,DEF,4.5,60,2.4,0.4,0.7,0.7,0.7,4.9,0.22,0.4%
Fer López,MID,5.5,14,0.7,0.9,1.2,1.0,1.1,4.9,0.18,0.1%
Igor Jesus,FWD,6.0,11,0.8,0.8,1.1,0.8,1.2,4.7,0.16,1.2%
Højlund,FWD,6.5,13,0.7,1.2,1.2,0.9,0.7,4.7,0.14,1.0%
A.Ramsey,MID,4.5,9,0.5,0.8,0.8,0.9,1.5,4.6,0.20,12.4%
Khusanov,DEF,5.5,20,0.9,0.9,0.9,1.0,0.9,4.5,0.17,0.3%
Mount,MID,6.0,18,0.9,0.7,1.1,0.8,1.1,4.5,0.15,0.2%
Awoniyi,FWD,5.5,14,0.9,0.8,1.0,0.8,1.0,4.5,0.16,0.8%
Danso,DEF,4.5,16,0.8,0.6,1.0,1.0,1.1,4.5,0.20,0.1%
L.Miley,MID,4.5,19,0.8,0.9,1.2,0.8,0.7,4.4,0.20,3.2%
Calafiori,DEF,5.5,8,0.4,0.9,0.9,1.1,1.1,4.4,0.16,0.6%
Devenny,MID,4.5,9,0.5,0.7,1.0,1.2,1.0,4.4,0.19,1.7%
Hee Chan,MID,6.0,10,0.7,0.7,1.0,0.9,1.0,4.3,0.14,0.2%
Ekdal,DEF,4.0,21,0.7,1.0,0.9,0.9,0.9,4.2,0.21,0.3%
Sinisterra,MID,5.0,13,0.7,0.8,0.9,0.8,1.0,4.1,0.17,0.2%
Veltman,DEF,4.5,25,1.0,0.8,0.6,0.6,1.0,4.1,0.18,0.3%
Brooks,MID,5.0,12,0.6,1.0,1.0,0.7,0.7,4.0,0.16,0.1%
Rigg,MID,5.0,13,0.7,0.9,0.8,0.8,0.8,4.0,0.16,0.1%
Sosa,DEF,5.0,15,0.5,0.9,0.7,1.1,0.7,4.0,0.16,0.1%
Bornauw,DEF,4.0,39,1.5,0.4,0.6,0.6,0.8,3.9,0.19,0.3%
Gomez,MID,5.0,15,0.8,0.7,0.7,0.9,0.7,3.8,0.15,0.1%
Clyne,DEF,4.0,13,0.4,0.7,0.8,1.1,0.7,3.8,0.19,0.7%
Ekwah,MID,4.5,20,0.8,0.9,1.1,0.6,0.3,3.8,0.17,0.1%
King,MID,4.5,8,0.4,0.6,0.7,1.0,0.9,3.7,0.17,0.4%
M.Bizot,GK,4.5,92,3.4,0.1,0.1,0.1,0.1,3.7,0.17,0.3%
Scarles,DEF,4.5,15,0.7,0.5,0.7,0.9,0.8,3.6,0.16,0.1%
Lamptey,DEF,4.5,16,0.8,0.6,0.6,0.7,0.8,3.4,0.15,0.4%
Aznou,DEF,4.5,12,0.5,0.7,0.8,0.9,0.5,3.4,0.15,0.1%
Cairney,MID,5.0,7,0.4,0.6,0.6,0.9,0.8,3.4,0.14,0.1%
Lavia,MID,5.0,16,0.7,0.6,0.6,0.6,0.8,3.4,0.13,0.1%
Nørgaard,MID,5.5,14,0.6,0.7,0.5,0.7,0.8,3.4,0.12,0.8%
Stones,DEF,5.5,17,0.8,0.6,0.6,0.8,0.6,3.3,0.12,0.5%
Summerville,MID,5.5,0,0.0,0.0,0.0,1.1,2.2,3.3,0.12,0.0%
Foster,FWD,5.0,9,0.5,0.7,0.7,0.7,0.7,3.3,0.13,0.4%
Laurent,MID,5.0,14,0.6,0.7,0.7,0.6,0.7,3.3,0.13,0.1%
Amdouni,FWD,5.0,12,0.6,0.7,0.5,0.7,0.7,3.2,0.13,0.4%
Tzimas,FWD,5.5,6,0.5,0.5,0.7,0.6,0.8,3.2,0.12,0.1%
Humphreys,DEF,4.0,11,0.4,0.7,0.5,0.6,0.8,3.0,0.15,0.3%
Nwaneri,MID,5.5,8,0.5,0.7,0.5,0.6,0.6,3.0,0.11,0.4%
Mepham,DEF,4.0,9,0.2,0.6,0.5,0.9,0.8,3.0,0.15,0.3%
Bailey,MID,5.5,3,0.3,0.5,0.6,0.6,0.9,2.9,0.11,0.5%
Byram,DEF,4.0,15,0.6,0.4,0.5,0.7,0.7,2.9,0.15,0.3%
O'Nien,DEF,4.0,0,0.0,0.0,0.0,0.9,2.0,2.9,0.14,0.0%
Neil,MID,5.0,14,0.5,0.5,0.6,0.6,0.5,2.8,0.11,0.1%
Grealish,MID,6.5,8,0.6,0.6,0.6,0.6,0.5,2.8,0.09,0.1%
Areola,GK,4.5,39,1.6,0.2,0.3,0.3,0.5,2.8,0.13,5.3%
Bissouma,MID,5.5,11,0.5,0.6,0.6,0.6,0.5,2.8,0.10,0.1%
Gray,MID,5.0,11,0.5,0.6,0.6,0.6,0.6,2.8,0.11,0.2%
Gruev,MID,5.0,12,0.5,0.5,0.5,0.6,0.8,2.7,0.11,0.1%
Endo,MID,5.0,24,1.1,0.4,0.3,0.4,0.5,2.7,0.11,0.1%
Zirkzee,FWD,6.0,6,0.4,0.6,0.6,0.5,0.6,2.7,0.09,1.0%
Igor,DEF,4.5,10,0.4,0.6,0.4,0.6,0.6,2.6,0.12,0.1%
Iroegbunam,MID,5.0,8,0.4,0.5,0.5,0.6,0.6,2.6,0.10,0.1%
Tchaouna,MID,5.0,7,0.4,0.6,0.4,0.4,0.6,2.5,0.10,0.0%
Josh Bowler,FWD,99.9,4,0.4,0.4,0.6,0.5,0.7,2.5,0.00,0.0%
Kroupi.Jr,FWD,4.5,5,0.3,0.6,0.5,0.4,0.6,2.4,0.11,1.2%
Pinnock,DEF,4.5,4,0.2,0.4,0.7,0.5,0.6,2.4,0.11,0.3%
Benson,MID,5.5,7,0.4,0.5,0.5,0.4,0.5,2.4,0.09,0.0%
Diop,DEF,4.5,4,0.1,0.5,0.4,0.7,0.6,2.4,0.11,0.1%
Nkunku,MID,6.0,6,0.5,0.4,0.5,0.5,0.5,2.4,0.08,0.2%
Lucas Pires,DEF,4.0,13,0.3,0.5,0.4,0.5,0.6,2.4,0.12,0.2%
Janelt,MID,5.0,0,0.0,0.0,0.4,1.0,0.9,2.3,0.09,0.1%
Barkley,MID,5.0,4,0.3,0.3,0.6,0.5,0.6,2.3,0.09,0.3%
Buonanotte,MID,5.0,5,0.5,0.4,0.4,0.5,0.6,2.3,0.09,0.3%
Willock,MID,5.0,0,0.0,0.0,0.0,0.9,1.4,2.3,0.09,0.2%
Ajer,DEF,4.5,11,0.4,0.4,0.5,0.6,0.5,2.3,0.10,0.2%
Watson,MID,5.0,3,0.3,0.4,0.5,0.6,0.5,2.2,0.09,0.1%
Édouard,FWD,5.0,2,0.2,0.4,0.5,0.7,0.4,2.2,0.09,1.1%
Ramsdale,GK,5.0,8,0.3,0.4,0.5,0.6,0.5,2.2,0.09,0.4%
Kiwior,DEF,5.5,8,0.3,0.5,0.4,0.6,0.4,2.2,0.08,0.1%
Max Dowman,MID,99.9,1,0.2,0.5,0.4,0.5,0.6,2.2,0.00,0.0%
March,MID,6.0,0,0.0,0.0,0.4,0.8,1.0,2.2,0.07,0.1%
Huggins,DEF,4.0,13,0.5,0.6,0.6,0.2,0.2,2.1,0.11,0.3%
McAtee,MID,5.5,3,0.3,0.4,0.4,0.6,0.5,2.1,0.08,0.1%
Bobb,MID,5.5,3,0.3,0.4,0.5,0.4,0.5,2.1,0.08,0.1%
Mundle,MID,5.0,0,0.0,0.0,0.4,0.8,1.0,2.1,0.08,0.1%
Bayindir,GK,5.0,44,1.5,0.3,0.1,0.1,0.2,2.1,0.08,0.5%
Da Silva Moreira,MID,4.5,4,0.3,0.3,0.5,0.5,0.5,2.1,0.09,0.2%
Mosquera,DEF,5.5,9,0.3,0.4,0.3,0.5,0.5,2.0,0.07,0.1%
Heaven,DEF,4.0,6,0.3,0.3,0.5,0.4,0.5,1.9,0.10,1.9%
Emerson,DEF,4.5,5,0.3,0.4,0.4,0.5,0.3,1.9,0.08,0.2%
Bryan,MID,5.0,3,0.3,0.3,0.4,0.4,0.4,1.8,0.07,0.1%
D.Essugo,MID,4.5,4,0.3,0.2,0.4,0.4,0.4,1.8,0.08,0.1%
Kalajdžić,FWD,5.0,2,0.2,0.4,0.3,0.4,0.5,1.8,0.07,0.2%
A.García,DEF,4.0,4,0.3,0.4,0.4,0.4,0.4,1.8,0.09,0.9%
Poveda,MID,5.0,5,0.3,0.4,0.5,0.3,0.3,1.8,0.07,0.1%
Keane,DEF,4.5,4,0.2,0.3,0.4,0.5,0.3,1.8,0.08,0.3%
Stamenic,MID,4.5,4,0.2,0.3,0.4,0.4,0.5,1.8,0.08,0.1%
Y.Chermiti,FWD,5.0,2,0.2,0.3,0.4,0.4,0.3,1.7,0.07,0.2%
Tsimikas,DEF,5.0,5,0.3,0.2,0.3,0.3,0.5,1.7,0.07,0.1%
Roerslev,DEF,4.5,8,0.3,0.3,0.3,0.4,0.3,1.6,0.07,0.1%
M.França,MID,4.5,0,0.0,0.0,0.0,0.7,1.0,1.6,0.07,0.1%
Obi,FWD,4.5,3,0.2,0.3,0.4,0.3,0.4,1.6,0.07,3.9%
Pembele,DEF,4.0,6,0.2,0.3,0.4,0.4,0.2,1.6,0.08,0.3%
Nunes,MID,5.0,4,0.2,0.2,0.4,0.4,0.4,1.6,0.06,0.1%
O.Richards,DEF,4.5,5,0.2,0.3,0.3,0.3,0.4,1.5,0.07,0.1%
Darlow,GK,4.0,27,1.0,0.1,0.1,0.2,0.1,1.5,0.08,5.4%
Philip,MID,5.0,6,0.4,0.5,0.2,0.2,0.3,1.5,0.06,0.1%
Hill,DEF,4.0,2,0.1,0.4,0.3,0.4,0.4,1.5,0.07,0.7%
Bogarde,DEF,4.0,5,0.2,0.2,0.4,0.3,0.4,1.5,0.07,0.4%
George,MID,5.0,4,0.4,0.2,0.3,0.3,0.3,1.5,0.06,0.1%
Roberts,DEF,4.5,5,0.2,0.4,0.3,0.2,0.4,1.4,0.06,0.1%
Fábio Silva,FWD,5.0,2,0.2,0.3,0.4,0.3,0.2,1.4,0.06,0.6%
Cornet,MID,5.0,2,0.2,0.3,0.2,0.4,0.3,1.4,0.06,0.1%
Barnes,FWD,4.5,2,0.2,0.3,0.3,0.2,0.4,1.4,0.06,4.1%
Andrey Santos,MID,4.5,6,0.3,0.2,0.4,0.2,0.3,1.4,0.06,0.4%
Carney Chukwuemeka,MID,99.9,4,0.4,0.2,0.3,0.3,0.3,1.4,0.00,0.0%
Valdimarsson,GK,4.0,22,0.8,0.1,0.2,0.2,0.1,1.4,0.07,1.5%
Solomon,MID,5.5,2,0.2,0.2,0.3,0.3,0.3,1.3,0.05,0.1%
Benitez,GK,4.0,4,0.1,0.2,0.3,0.3,0.4,1.3,0.06,0.4%
H.Bueno,DEF,4.5,2,0.2,0.2,0.3,0.3,0.3,1.3,0.06,0.1%
Weiss,GK,4.5,21,0.7,0.1,0.1,0.1,0.2,1.3,0.06,0.2%
Mamardashvili,GK,4.5,1,0.1,0.2,0.2,0.4,0.4,1.3,0.06,0.6%
Bamford,FWD,5.0,2,0.2,0.1,0.3,0.3,0.4,1.3,0.05,2.9%
Hayden,MID,4.5,1,0.1,0.2,0.4,0.3,0.3,1.2,0.05,0.1%
Kovačić,MID,6.0,0,0.0,0.0,0.0,0.4,0.8,1.2,0.04,0.0%
Krafth,DEF,4.5,2,0.1,0.1,0.2,0.3,0.4,1.2,0.05,0.1%
Martinez,DEF,5.0,0,0.0,0.0,0.0,0.1,1.0,1.1,0.04,0.6%
Davies,DEF,4.5,2,0.1,0.1,0.3,0.2,0.3,1.1,0.05,0.1%
Zinchenko,DEF,5.0,1,0.1,0.2,0.2,0.3,0.3,1.1,0.04,0.3%
Neto,GK,4.5,2,0.1,0.2,0.2,0.2,0.4,1.1,0.05,1.1%
Soler,DEF,4.0,2,0.1,0.2,0.2,0.3,0.3,1.1,0.05,0.3%
Alex Moreno,DEF,4.0,3,0.2,0.1,0.3,0.2,0.3,1.0,0.05,11.2%
Marshall,FWD,4.5,1,0.2,0.2,0.2,0.2,0.2,1.0,0.05,0.8%
Browne,MID,4.5,2,0.1,0.2,0.2,0.2,0.2,1.0,0.04,0.1%
Pedro Lima,DEF,4.0,3,0.1,0.2,0.2,0.2,0.3,1.0,0.05,1.4%
Sima,MID,5.5,1,0.1,0.3,0.2,0.1,0.1,1.0,0.03,0.0%
Hjelde,DEF,4.0,0,0.0,0.0,0.0,0.4,0.6,1.0,0.05,0.0%
Coleman,DEF,4.5,1,0.1,0.1,0.2,0.3,0.2,0.9,0.04,0.1%
Alese,DEF,4.0,0,0.0,0.0,0.0,0.4,0.5,0.9,0.04,0.0%
Irving,MID,4.5,0,0.0,0.2,0.3,0.2,0.2,0.9,0.04,0.3%
Peart-Harris,MID,4.5,1,0.1,0.2,0.1,0.2,0.2,0.9,0.04,0.0%
Acheampong,DEF,4.0,5,0.2,0.2,0.1,0.2,0.1,0.9,0.04,0.3%
Trafford,GK,5.0,2,0.1,0.1,0.3,0.2,0.1,0.8,0.03,3.0%
Raheem Sterling,FWD,99.9,2,0.2,0.0,0.2,0.2,0.2,0.8,0.00,0.0%
Triantis,MID,4.5,3,0.2,0.2,0.3,0.1,0.0,0.8,0.04,0.1%
Hladký,GK,4.0,24,0.7,0.0,0.0,0.0,0.0,0.8,0.04,0.3%
Jordan,DEF,4.0,1,0.0,0.1,0.1,0.2,0.4,0.7,0.04,0.2%
Jair Cunha,DEF,4.5,1,0.0,0.1,0.1,0.1,0.3,0.7,0.03,0.1%
Greenwood,MID,5.0,0,0.0,0.2,0.2,0.1,0.2,0.7,0.03,0.1%
David Datro Fofana,FWD,99.9,2,0.2,0.1,0.1,0.2,0.1,0.7,0.00,0.0%
Holding,DEF,4.0,1,0.0,0.1,0.1,0.2,0.2,0.7,0.04,0.3%
J.Cuenca,DEF,4.5,1,0.1,0.1,0.1,0.3,0.1,0.7,0.03,0.1%
Arrizabalaga,GK,4.5,0,0.0,0.2,0.1,0.2,0.1,0.7,0.03,1.0%
Kuol,MID,4.5,3,0.2,0.1,0.2,0.1,0.0,0.7,0.03,0.1%
B.Badiashile,DEF,4.5,0,0.0,0.0,0.0,0.2,0.5,0.7,0.03,0.1%
Patterson,GK,4.5,1,0.1,0.1,0.1,0.2,0.2,0.6,0.03,0.5%
M.Sarr,DEF,4.5,6,0.2,0.1,0.1,0.1,0.1,0.6,0.03,0.1%
Schmidt,DEF,4.0,1,0.1,0.1,0.1,0.1,0.2,0.6,0.03,0.3%
Lecomte,GK,4.0,2,0.1,0.0,0.1,0.2,0.2,0.6,0.03,1.1%
Bajcetic,MID,4.5,0,0.0,0.0,0.0,0.3,0.3,0.6,0.03,0.1%
Ahamada,MID,4.5,0,0.0,0.1,0.1,0.2,0.1,0.6,0.03,0.1%
Travers,GK,4.5,1,0.1,0.1,0.1,0.2,0.1,0.5,0.02,0.2%
J.Rak-Sakyi,MID,4.5,0,0.0,0.1,0.2,0.2,0.0,0.5,0.02,0.1%
Jörgensen,GK,4.5,1,0.1,0.1,0.1,0.1,0.1,0.5,0.02,0.2%
Collyer,MID,4.5,1,0.1,0.0,0.1,0.1,0.2,0.5,0.02,0.2%
Reed,MID,4.5,0,0.0,0.0,0.2,0.1,0.3,0.5,0.02,0.3%
Johnstone,GK,4.5,0,0.0,0.1,0.2,0.1,0.2,0.5,0.02,0.2%
Godo,MID,4.5,0,0.0,0.0,0.2,0.1,0.2,0.5,0.02,0.1%
Kinsky,GK,4.0,1,0.1,0.1,0.1,0.1,0.1,0.5,0.02,3.8%
Sarmiento,MID,5.0,0,0.0,0.1,0.1,0.1,0.1,0.5,0.02,0.1%
Axel Disasi,DEF,99.9,1,0.0,0.1,0.1,0.1,0.1,0.5,0.00,0.0%
Gelhardt,MID,4.5,0,0.0,0.1,0.1,0.1,0.2,0.5,0.02,0.3%
Steele,GK,4.5,0,0.0,0.1,0.1,0.1,0.1,0.5,0.02,0.4%
Armstrong,MID,4.5,0,0.0,0.1,0.1,0.1,0.2,0.4,0.02,0.4%
Maghoma,MID,4.5,0,0.0,0.1,0.1,0.1,0.2,0.4,0.02,0.1%
Faivre,MID,4.5,0,0.0,0.1,0.1,0.0,0.2,0.4,0.02,0.2%
Potts,MID,4.5,0,0.0,0.1,0.1,0.1,0.1,0.4,0.02,0.7%
N.Aguerd,DEF,4.5,1,0.0,0.1,0.1,0.1,0.1,0.4,0.02,0.1%
O’Reilly,DEF,5.0,1,0.1,0.0,0.1,0.1,0.1,0.3,0.01,0.2%
Kostoulas,FWD,5.0,1,0.1,0.0,0.1,0.0,0.1,0.3,0.01,0.6%
Malacia,DEF,4.0,0,0.0,0.1,0.0,0.1,0.1,0.3,0.02,0.4%
Neave,FWD,4.5,1,0.2,0.1,0.0,0.0,0.0,0.3,0.01,0.3%
Ji-soo,DEF,4.0,0,0.0,0.1,0.1,0.1,0.1,0.3,0.01,0.2%
Delcroix,DEF,4.0,1,0.0,0.1,0.0,0.1,0.0,0.2,0.01,0.4%
C.Miguel,GK,4.0,0,0.0,0.1,0.0,0.1,0.1,0.2,0.01,0.3%
Renato Veiga,DEF,99.9,0,0.0,0.1,0.1,0.1,0.0,0.2,0.00,0.0%
Nelson,MID,5.0,0,0.0,0.0,0.1,0.1,0.0,0.2,0.01,0.2%
Boly,DEF,4.0,0,0.0,0.0,0.0,0.1,0.1,0.2,0.01,0.6%
Gunn,GK,4.0,0,0.0,0.1,0.1,0.0,0.1,0.2,0.01,0.4%
Scarlett,FWD,4.5,0,0.0,0.0,0.0,0.1,0.1,0.2,0.01,0.9%
Abbott,DEF,4.0,0,0.0,0.1,0.1,0.0,0.1,0.2,0.01,0.3%
Casey,DEF,4.0,0,0.0,0.1,0.0,0.0,0.1,0.1,0.01,0.8%
Anderson,DEF,4.0,1,0.0,0.0,0.1,0.0,0.0,0.1,0.01,0.6%
Targett,DEF,4.0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.6%
Emmanuel Dennis,FWD,99.9,0,0.0,0.0,0.0,0.0,0.1,0.1,0.00,0.0%
Amass,DEF,4.0,0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.3%
Kone,MID,4.5,0,0.0,0.0,0.1,0.0,0.0,0.1,0.00,0.1%
R.Williams,DEF,4.0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.01,0.2%
Obafemi,FWD,4.5,0,0.0,0.0,0.0,0.1,0.0,0.1,0.00,0.7%
Chirewa,MID,4.5,0,0.0,0.0,0.0,0.0,0.1,0.1,0.00,0.3%
Pond,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,2.1%
Meslier,GK,4.5,2,0.1,0.0,0.0,0.0,0.0,0.1,0.00,1.0%
Cox,GK,4.0,2,0.1,0.0,0.0,0.0,0.0,0.1,0.00,0.2%
Konak,MID,4.5,0,0.0,0.0,0.1,0.0,0.0,0.1,0.00,0.2%
Sonne,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Ben Chilwell,DEF,99.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Bevan,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Lascelles,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Welch,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Akinmboni,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Hein,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.6%
Setford,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Clarke,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.6%
Kacurri,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Nichols,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Fábio Vieira,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Kabia,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Sambi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
G.Jesus,FWD,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Gauci,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0%
Marschall,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Sousa,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Yasin,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Buendía,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Iling Jr,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Barrenechea,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Dobbin,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Broggio,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Dendoncker,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Jimoh-Aloba,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Young,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.6%
Redmond,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.9%
Dennis,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.7%
McKenna,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Paulsen,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Sadi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Silcott-Duberry,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Winterburn,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Enes Ünal,FWD,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Adu-Adjei,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Balcombe,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Eyestone,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Arthur,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Fredrick,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Meghoma,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Onyeka,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Donovan,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Trevitt,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Morgan,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.5%
McGill,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Rushworth,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Scherpen,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Estupiñan,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Webster,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Cashin,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Slater,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Tasker,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Enciso,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Milner,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Yalcouye,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Knight,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Mazilu,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Moran,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Ferguson,FWD,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Green,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Dodgson,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Sambo,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Worrall,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Boateng,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Churlinov,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
